,population,city,country,latitude,longitude
284,1432844,Belém,Brazil,-1.251813,-48.456838
285,1431461,Kharkov,Ukraine,49.9935,36.230383
286,1430371,Fukuoka,Japan,33.590355,130.401716
287,1425606,Maracay,Venezuela,10.246944,-67.596111
288,1421834,Gujranwala,Pakistan,32.233004,74.049772
289,1420285,Ekaterinburg,Russia,56.838926,60.605703
290,1417567,Taizhou,China,32.4849554,119.9117284
291,1417082,Hyderabad,Pakistan,25.381751,68.36939
292,1412364,Goiânia,Brazil,-16.632425,-49.273152
293,1411380,Yichang,China,30.771111,111.321667
294,1409436,Bozhou,China,33.8601432,115.7833234
295,1409019,San Antonio,USA,29.4724,-98.5251
296,1408632,Conakry,Guinea,"9,672","-13,567"
297,1407836,Munich,Germany,48.1372719,11.5754815
298,1404653,Faridabad,India,28.408912,77.317789
299,1398427,Quanzhou,China,25.22314005,118.149366456
300,1392000,Al-Hasakeh,Syria,36.405515,40.796915
301,1391499,Maputo,Mozambique,-25.966667,32.583333
302,1380000,Port Harcourt,Nigeria,"4,786","7,003"
303,1376000,Idleb,Syria,35.933333,36.633333
304,1373630,Kawasaki,Japan,35.529667,139.703848
305,1372565,Stockholm,Sweden,59.329323,18.068581
306,1366800,Wenling,China,28.3675,121.373611
307,1365105,Almaty,Kazakhstan,43.222015,76.851249
308,1362062,Zigong,China,29.35702,104.7610274
309,1356987,Fushun,China,41.85926445,124.511135099
310,1355896,San Diego,USA,32.8153,-117.135
311,1355331,Mianyang,China,31.458932,104.750108
312,1354686,Patiala,India,30.34,76.38
313,1347298,Milan,Italy,45.465422,9.185924
314,1346708,Shantou,China,23.3652979,116.6948819
315,1346700,Heze,China,35.2477266,115.4464761
316,1345086,ULAANBAATAR,Mongolia,47.92,106.92
317,1342258,Palembang,Indonesia,-2.990934,104.756556
318,1341054,Gaziantep,Turkey,37.06622,37.38332
319,1333526,Chifeng,China,42.2724253,118.9670743
320,1329604,Córdoba,Argentina,-31.39893,-64.182129
321,1321609,Lubumbashi,Democratic Republic of the Congo,-11.66,27.48
322,1321004,Juárez,Mexico,31.738498,-106.472103
323,1312197,Guarulhos,Brazil,-23.464579,-46.531664
324,1310000,Kénitra,Morocco,34.25,-6.583333
325,1309023,Meerut,India,28.984462,77.706414
326,1307042,Wuhu,China,31.3425803,118.3536912
327,1305082,MONTEVIDEO,Uruguay,-34.901113,-56.164531
328,1300983,Tijuana,Mexico,32.522984,-117.112586
329,1298500,Laiwu,China,36.2140516,117.6698833
330,1294168,Mekka,Saudi-Arabia,21.416667,39.816667
331,1293877,Haicheng,China,40.8518336,122.7433343
332,1290322,South Tangerang,Indonesia,-6.288889,106.718056
333,278622,Bago,Myanmar,"17,33","96,50"
334,1290170,Yinchuan,China,38.4829194,106.2116014
335,1285995,Prague,Czech Republic,50.075538,14.4378
336,1278432,Greater Adelaide,Australia,-34.928621,138.599959
337,1267066,Rugao,China,32.3926766,120.563809
338,1266231,Nizhny Novgorod,Russia,56.296504,43.936059
339,1257676,Dallas,USA,32.7757,-96.7967
340,1253687,Peshawar,Pakistan,34.014975,71.58049
341,1251095,Neijiang,China,29.5892089,105.0581721
342,1250795,Adelaide,Australia,-34.928621,138.599959
343,1248414,Zhangjiagang,China,31.8664895,120.5426833
344,1248000,Marrakech,Morocco,31.63,-8.008889
345,1246381,Kalyan-Dombivali,India,19.217172,73.089276
346,1246381,Kalyan-Dombivali,India,19.217172,73.089276
347,1238962,León,Mexico,21.019015,-101.257359
348,1235476,Yixing,China,31.3495972,119.817253
349,1234838,Fuqing,China,25.6815643,119.3806049
350,1232133,Yueyang,China,29.3589447,113.1230108
351,1230728,Copenhagen,Denmark,55.676097,12.568337
352,1229959,Xinyang,China,32.127372,114.0676596
353,329000,Ondo,Nigeria,"7,082","4,838"
354,1229800,Liaocheng,China,36.4441808,115.9642007
355,1221233,Vasai-Virar,India,19.391928,72.839732
356,1217715,Maoming,China,21.6729946,110.9100185
357,1212000,MOGADISHU,Somalia,2.033333,45.35
358,1206946,Barranquilla,Colombia,10.978478,-74.779846
359,1202761,Sofia,Bulgaria,42.697708,23.321868
360,1201900,Jiaxing,China,30.7482172,120.7512059
361,1201815,Varanasi,India,25.317645,82.973914
362,1200400,Zhenjiang,China,32.2139599,119.458012
363,1198304,Xining,China,36.6219037,101.7729898
364,1197174,Tianshui,China,34.62845105,105.529798021
365,1194583,Makassar,Indonesia,-5.144379,119.426638
366,1192792,Srinagar,India,34.083658,74.797368
367,1192418,Saitama,Japan,35.861729,139.645482
368,1188000,El-Jadida,Morocco,33.233333,-8.5
369,1187089,Cần Thơ,Vietnam,10.045162,105.746854
370,1178873,Huazhou,China,21.6516763,110.6404799
371,1172700,TBILISI,Georgia,41.716667,44.783333
372,1170485,Samara (Samarskaya oblast),Russia,53.202778,50.140833
373,1170000,Monrovia,Liberia,"6,342","-10,748"
374,1169829,Niamey,Niger,"13,523","2,120"
375,1168745,Kazan,Russia,55.790278,49.134722
376,1165182,Dingzhou,China,38.513056,114.995556
377,1163806,Hiroshima,Japan,34.398205,132.475824
378,1161561,Dhanbad,India,23.795653,86.430386
379,1158989,Chon Buri,Thailand,13.361143,100.984672
380,1158627,Omsk,Russia,54.983333,73.366667
381,1158625,Cotonou,Benin,"6,370","2,420"
382,1157900,Zhuji,China,29.716111,120.234167
383,1157891,Baoding,China,38.857936,115.4906984
384,1154617,Campinas,Brazil,-22.895626,-47.066359
385,1154086,Jingzhou,China,30.3538693,112.1869371
386,1153860,Batam,Indonesia,1.151828,104.038294
387,1149829,Chelyabinsk,Russia,55.164442,61.436843
388,1146761,Anyang,China,36.1023552,114.33633
389,1143078,Rizhao,China,35.3979052,119.5290707
390,1142483,Zapopan,Mexico,20.659538,-103.349438
391,1139400,Shouguang,China,36.8762356,118.7322549
392,1137000,Jodhpur,India,26.238947,73.024309
393,1136948,Ulsan,Republic of Korea,35.538377,129.31136
394,1135512,Monterrey,Mexico,25.592172,-99.996195
395,1135166,Hengyang,China,26.8949894,112.6024687
396,1132761,Amritsar,India,31.633979,74.872264
397,1131819,Yuzhou,China,34.1598968,113.4666612
398,1126790,Bazhong,China,31.8587495,106.7526106
399,1126345,Bat Dambang,Cambodia,13.09573,103.202205
400,1126306,SANTO DOMINGO,Dominican Republic,18.466667,-69.95
401,1126000,Fès,Morocco,34.033333,-5
402,1122555,Raipur,India,21.251384,81.629641
403,1120000,Abuja,Nigeria,"9,058","7,425"
404,1120000,Benin City,Nigeria,"6,346","5,616"
405,1119477,Navi Mumbai,India,19.033049,73.029662
406,1117094,Allahabad,India,25.435801,81.846311
407,1116700,Zoucheng,China,35.4027214,116.9681797
408,1115300,Jining,China,35.4125047,116.5849266
409,1113321,Huaibei,China,33.9575437,116.7928328
410,1112021,Ahwaz,Iran,31.314001,48.667481
411,1111000,Deir El-Zor,Syria,35.336,40.145
412,1104585,Nezahualcóyotl,Mexico,19.432608,-99.133208
413,1100091,Rostov-na-Donu,Russia,47.233333,39.7
414,1098010,Suwon,Republic of Korea,37.263573,127.028601
415,1095404,Calgary,Canada,51.048615,-114.070846
416,1095189,Zunyi,China,27.71176,106.9275557
417,1094294,Benxi,China,41.2922207,123.7594197
418,1091799,Jinzhou,China,41.108528,121.1194219
419,1091733,Changwon,Republic of Korea,35.270833,128.663056
420,1089000,Dubai,United Arab Emirates,25.204849,55.270783
421,1086200,Zhucheng,China,30.8497265,114.7988108
422,1084420,Ufa,Russia,54.738762,55.972055
423,1082993,Samut Prakan,Thailand,13.599096,100.599832
424,1077300,Jinhua,China,29.0815452,119.642839
425,1074300,Birmingham,United Kingdom,52.486243,-1.890401
426,1074036,Qom,Iran,34.639944,50.875942
427,1073921,Taixing,China,32.1696072,120.0160999
428,1064200,Zhangqiu,China,36.718628,117.522179
429,1064197,São Luís,Brazil,-2.559049,-44.308333
430,1061447,Coimbatore,India,11.016845,76.955832
431,1060138,Yerewan,Armenia,40.183333,44.516667
432,1055373,Zhuzhou,China,27.8535859,113.1331533
433,1054336,Jabalpur,India,23.166667,79.933333
434,1053505,Gwalior,India,26.218287,78.182831
435,1050080,Ciudad Guayana,Venezuela,8.268607,-62.753148
436,1049831,Lianyungang,China,34.6092633,119.1695305
437,1048672,Ezhou,China,30.3971188,114.886707
438,1048240,Vijayawada,India,16.506174,80.648015
439,1047020,Xinxiang,China,35.3044775,113.9208499
440,1045370,Shubra El-Kheima,Egypt,30.121675,31.245176
441,1036027,Konya,Turkey,37.866667,32.483333
442,1034175,Cologne,Germany,50.9383611,6.9599738
443,1033975,Pingdingshan,China,33.7378279,113.2975031
444,1032048,Yingkou,China,40.6772444,122.2341814
445,1031903,São Gonçalo,Brazil,-22.826637,-43.04482
446,1029670,Qinhuangdao,China,31.2512541,121.5121092
447,1029552,Sendai,Japan,38.260297,140.882049
448,1028800,Linhai,China,28.85,121.116667
449,1025244,Tripolis,Libya,32.813311,13.104845
450,1024906,Padang,Indonesia,-0.95,100.353056
451,1023000,Settat,Morocco,33,-7.6167
452,1022002,Bogor,Indonesia,-6.6,106.8
453,1022001,Guatemala City,Guatemala,14.613333,-90.535278
454,1018762,Volgograd,Russia,48.7,44.516667
455,1016885,Madurai,India,9.925201,78.119775
456,1015140,Antananarivo,Madagascar,-18.933333,47.516667
457,1010295,Wuwei,China,38.10884025,102.828264718
458,1010000,Aba,Nigeria,"5,105","7,381"
459,1007654,Krasnoyarsk,Russia,56.015283,92.893248
460,1007285,Perm,Russia,58,56.316667
461,1006749,Brussels,Belgium,50.85034,4.35171
462,1005570,Ndjamena,Chad,"12,130","15,061"
463,1005500,Hezhou,China,24.4160764,111.5436581
464,1005319,Maceió,Brazil,-9.567859,-35.790066
465,1005043,PANAMA DE PANAMA,Panama,8.983333,-79.516667
466,1004820,San Cristóbal,Venezuela,7.744996,-72.235639
467,1004741,Zaoyang,China,32.1247728,112.7588839
468,1004500,Naples,Italy,40.851775,14.268124
469,1003626,Xiangcheng,China,33.4430697,114.9031316
470,1003285,KATHMANDU,Nepal,27.7,85.333333
471,1001318,Antalya,Turkey,36.888025,30.7037
472,1001000,Salé,Morocco,34.033697,-6.770814
473,999703,Seam Reab,Cambodia,13.691538,104.100133
474,998537,San Jose,USA,37.2969,-121.8193
475,998262,Mbuji-Mayi,Democratic Republic of the Congo,-6.12,23.58
476,997447,Voronezh,Russia,51.675497,39.208882
477,997189,Odessa,Ukraine,46.482526,30.72331
478,993468,Arbil,Iraq,36.191111,44.009167
479,990558,PORT-AU-PRINCE,Haiti,18.533333,-72.333333
480,990025,Dnepropetrovsk,Ukraine,48.477418,35.01473
481,988000,Kaduna,Nigeria,"10,529","7,450"
482,987007,CAPE TOWN,South Africa,-33.924868,18.424055
483,986998,Kitakyūshū,Japan,33.839615,131.03178
484,985143,MANAGUA,Nicaragua,12.136389,-86.251389
485,980000,Béni-Mellal,Morocco,32.339444,-6.360833
486,979412,Seongnam,Republic of Korea,37.432597,127.13806
487,978600,Cartagena,Colombia,10.402313,-75.505112
488,975638,Guilin,China,25.276006,110.2847529
489,972784,Bengbu,China,32.9182905,117.3824772
490,972525,Qidong,China,31.8127933,121.656138
491,967020,Chiang Mai,Thailand,18.787747,98.993128
492,966393,Santo Domingo East - Santo Domingo Este,Dominican Republic,18.485497,-69.873406
493,965154,Mudanjiang,China,44.5794776,129.6129687
494,963429,Guwahati,India,26.144517,91.736237
495,961451,Goyang,Republic of Korea,37.709044,126.902251
496,960787,Chandigarh,India,30.733315,76.779418
497,960646,Donetsk,Ukraine,48.015883,37.80285
498,960418,Danyang,China,32.0109736,119.6012702
499,960015,Edmonton,Canada,53.544389,-113.490927
500,959303,Xiangtan,China,27.8595302,112.8995403
501,957634,Bangui/Zongo,Central African Republic,4.40,18.55
502,953253,El Alto,Bolivia,-16.500094,-68.214686
503,951000,Lattakia,Syria,35.53,35.78
504,950017,Kayseri,Turkey,38.73122,35.478729
505,948312,Rosario,Argentina,-32.950741,-60.6665
506,947499,Wuchuan,China,21.4431015,110.7717184
507,946600,Feicheng,China,36.1841443,116.7653466
508,945420,Xianyang,China,34.3049864,108.7256803
509,944050,Linfen,China,36.0941478,111.5150764
510,943857,Hubli-Dharwad,India,15.361667,75.085
511,941427,Handan,China,36.583333,114.483333
512,938695,Chiba,Japan,35.612858,140.11434
513,936789,Hengyang,China,26.8949894,112.6024687
514,933596,Ottawa–Gatineau,Canada,45.476545,-75.701272
515,930000,Dra'a,Syria,32.625278,36.106111
516,928592,Freetown,Sierra Leone,"8,478","-13,242"
517,920610,Xinyi,China,22.3563341,110.9407826
518,918889,Medina,Saudi-Arabia,24.466667,39.6
519,915000,Tanger,Morocco,35.759465,-5.833954
520,908200,Weihai,China,37.5122216,122.1152445
521,907598,Haimen,China,31.894673,121.1732307
522,904165,Soweto,South Africa,-26.248538,27.854032
523,899000,Safi,Morocco,32.300815,-9.227203
524,898530,Yongin,Republic of Korea,37.241086,127.177554
525,897135,Amroha,India,28.904354,78.467343
526,896057,Kaifeng,China,34.7961106,114.3472038
527,894440,Mombasa,Kenya,-4.02,39.72
528,889810,Moradabad,India,28.831593,78.778276
529,887069,Đà Nẵng,Vietnam,16.054407,108.202167
530,885400,Austin,USA,30.3072,-97.756
531,884456,Bishkek,Kyrgyzstan,42.874722,74.612222
532,883800,Shaoxing,China,29.9992425,120.576854
533,881711,Jiamusi,China,46.8087794,130.3734556
534,878402,Duque de Caxias,Brazil,-22.667492,-43.265514
535,877682,Suihua,China,46.6420316,126.9870127
536,876824,Gurgaon,India,28.459497,77.026638
537,872662,Bucheon,Republic of Korea,37.503414,126.766031
538,872575,Aligarh,India,27.9,78.08
539,872478,Solapur,India,17.659919,75.906391
540,868066,Langfang,China,39.516667,116.683333
541,866171,Cebu City,Philippines,10.315699,123.885437
542,865356,Jiaozuo,China,35.2075729,113.2533977
543,865263,Turin,Italy,45.070312,7.686856
544,865000,Al-Raqqah,Syria,35.959411,38.998105
545,863536,Kigali,Rwanda,-1.96,30.13
546,863495,Ranchi,India,23.3441,85.309562
547,862196,Jalandhar,India,31.326015,75.576183
548,862044,Natal,Brazil,-5.855925,-35.205677
549,861181,Krasnodar,Russia,45.033333,38.966667
550,858437,Tegucigalpa,Honduras,14.0833,-87.2167
551,852807,Arequipa,Peru,-16.409047,-71.537451
552,851405,Kermanshah,Iran,34.314167,47.065
553,234369,Tanga,Tanzania,-5.1,39.12
554,850726,Marseille,France,43.296482,5.36978
555,846915,Tiruchirappalli,India,10.790483,78.704673
556,846871,NOUAKCHOTT,Mauritania,18.1,-15.95
557,843460,Diyarbakır,Turkey,37.91441,40.230629
558,843429,Mersin,Turkey,36.804157,34.624011
559,843393,Indianapolis,USA,39.7767,-86.1459
560,843120,Campo Grande,Brazil,-20.367831,-54.530867
561,843000,Zhoushan,China,29.976743,122.235443
562,842583,Jacksonville,USA,30.337,-81.6613
563,840600,Teresina,Brazil,-5.089838,-42.817543
564,838321,Saratov,Russia,51.533333,46.016667
565,837737,Bhubaneswar,India,20.296059,85.82454
566,837442,San Francisco,USA,37.7751,-122.4193
567,836383,Yibin,China,28.55938395,104.77726347
568,835361,LA PAZ,Bolivia,-16.5,-68.15
569,835333,Sakai,Japan,34.581694,135.468963
570,834881,Denpasar,Indonesia,-8.65,115.216667
571,831038,Salem,India,11.664325,78.146014
572,822553,Columbus,USA,39.9848,-82.985
573,820243,Malang,Indonesia,-7.983908,112.621394
574,819429,Warangal,India,17.968901,79.594054
575,814655,Mira-Bhayandar,India,19.295233,72.85439
576,813053,Niigata,Japan,37.912027,139.061883
577,811490,Khulna,Bangladesh,22.8216956,89.5529444
578,811489,São Bernardo do Campo,Brazil,-23.688821,-46.557537
579,811431,Hamamatsu,Japan,34.711849,137.723736
580,809232,Chihuahua,Mexico,28.636218,-106.094147
581,809112,JERUSALEM,Israel,31.768319,35.21371
582,807129,Zamboanga City,Philippines,6.907287,122.068753
583,806177,Nova Iguaçu,Brazil,-22.742341,-43.459682
584,805304,Valencia,Spain,39.469908,-0.376288
585,803329,Oran,Algeria,35.697654,-0.633738
586,801542,Amsterdam,Netherlands,52.370216,4.895168
587,800970,Songkhla,Thailand,7.1756,100.614347
588,798364,Dandong,China,40.1309157,124.383628
589,797739,Nonthaburi,Thailand,13.862113,100.514353
590,796947,Doha,Qatar,25.29161,51.530437
591,794431,Islamabad,Pakistan,33.729388,73.093146
592,792862,Charlotte,USA,35.2087,-80.8307
593,792727,Fort Worth,USA,32.7795,-97.3463
594,792211,Naucalpan,Mexico,19.465477,-99.227294
595,790057,Bandar Lampung,Indonesia,-5.447885,105.265288
596,790017,Zagreb,Croatia,45.815011,15.981919
597,788000,Meknès,Morocco,33.895,-5.554722
598,787177,Panzhihua,China,26.5847815,101.7206643
599,784398,Biên Hòa,Vietnam,10.957413,106.842687
600,783032,Vientiane,Laos,17.966667,102.6
601,780738,João Pessoa,Brazil,-7.694613,-35.667409
602,780514,Anqing,China,30.5119718,117.0429659
603,779975,Puente Alto,Chile,-33.616667,-70.566667
604,777682,Huludao,China,40.7515443,120.8404789
605,777615,Mérida,Mexico,20.912084,-89.712789
606,776873,Trujillo,Peru,-8.109052,-79.021534
607,776093,Pointe Noire,Republic of the Congo,-4.78,11.88
608,775255,Port Elizabeth,South Africa,-33.958056,25.6
609,773496,Souleimaniye,Iraq,35.55,45.433333
610,768551,Hamhung,Democratic People's Republic of Korea,39.916667,127.533333
611,766736,Zaporozhye,Ukraine,47.8388,35.139567
612,766000,Ilorin,Nigeria,"8,479","4,570"
613,766000,Taza,Morocco,34.216667,-4.016667
614,764571,Huangshi,China,29.9185999,115.015457634
615,759894,Quetta,Pakistan,30.182971,66.998734
616,759000,Nador,Morocco,35.166667,-2.933333
617,757933,Santiago de los Caballeros,Dominican Republic,19.466667,-70.7
618,757611,Kraków,Poland,50.06465,19.94498
619,757175,Pathum Thani,Thailand,14.020839,100.525028
620,756700,Dongying,China,37.4320418,118.6543828
621,756143,DUSHANBE,Tajikistan,38.536667,68.78
622,756000,Tartous,Syria,34.883333,35.883333
623,753194,Shaoyang,China,27.231505,111.4524988
624,752490,Thiruvananthapuram,India,8.524139,76.936638
625,752349,Johannesburg,South Africa,-26.204103,28.047305
626,751500,Leeds,United Kingdom,53.800755,-1.549077
627,751225,Lvov,Ukraine,49.839683,24.029717
628,744321,Dammam,Saudi-Arabia,26.396773,50.195948
629,743715,MRT,Mauritania,"18,090","-15,980"
630,741531,Ma'anshan,China,31.696178,118.5227702
631,740925,Qujing,China,25.4929058,103.8001449
632,740369,La Plata,Argentina,-34.92125,-57.954333
633,738128,Yingkou,China,40.6772444,122.2341814
634,735241,Riga,Latvia,56.949649,24.105186
635,728892,Łódź,Poland,51.759249,19.455983
636,727511,Arusha,Tanzania,-3.37,36.73
637,727500,Samarinda,Indonesia,-0.502106,117.153706
638,726649,Kananga,Democratic Republic of the Congo,-5.9,22.48
639,726075,CHIŞINĂU (KISHINEV),Republic of Moldova,47,28.916667
640,722772,San Luis Potosí,Mexico,22.55107,-99.084519
641,722250,Aguascalientes,Mexico,21.881986,-102.291668
642,720979,Athens,Greece,37.983917,23.72936
643,719363,Tolyatti,Russia,53.5086,49.419834
644,717618,Pekanbaru,Indonesia,0.533505,101.447404
645,715313,Ansan,Republic of Korea,37.361864,126.873291
646,715061,Hermosillo,Mexico,29.078336,-110.95273
647,713340,Bulawayo,Zimbabwe,-20.132507,28.626479
648,711329,Bhiwandi,India,19.281255,73.048291
649,710944,Shizuoka,Japan,34.97171,138.38884
650,709700,Binzhou,China,37.3825083,118.0163414
651,709671,Saltillo,Mexico,25.424175,-100.998635
652,707613,Santo André,Brazil,-23.643135,-46.537069
653,706342,Sagamihara,Japan,35.580536,139.369488
654,705649,Zhangzhou,China,24.5174597,117.6586363
655,705399,Bukavu,Democratic Republic of the Congo,-2.52,28.89
656,704114,Seville,Spain,37.389092,-5.984459
657,703969,Duschanbe,Tajikistan,38.548686,68.815559
658,703345,Saharanpur,India,29.967079,77.551017
659,703123,Khon Kaen,Thailand,16.441936,102.835992
660,702400,Djiboutibouti,Djibouti,11.8,42.43
661,702330,TUNIS,Tunisia,36.806495,10.181532
662,701753,Makhachkala,Russia,42.966667,47.5
663,701350,Frankfurt am Main,Germany,50.1106529,8.6820934
664,701293,Okayama,Japan,34.666369,133.918588
665,696946,Quebec City,Canada,46.803283,-71.242796
666,695793,Taguig,Philippines,14.517618,121.050864
667,693271,Osasco,Brazil,-23.555382,-46.794054
668,692348,PRETORIA,South Africa,-25.746111,28.188056
669,692136,Touba Mosquee,Senegal,"14,865","-15,882"
670,689775,Mexicali,Mexico,32.656793,-115.41553
671,688876,Xingtai,China,37.063056,114.494167
672,688701,Detroit,USA,42.383,-83.1022
673,686848,Fuxin,China,42.0124949,121.64872
674,686722,Palermo,Italy,38.115688,13.361267
675,686306,Barnaul,Russia,53.354779,83.769783
676,684322,Adan,Yemen,12.8,45.033333
677,681036,São José dos Campos,Brazil,-23.498985,-46.696339
678,681000,Jos,Nigeria,"9,870","8,867"
679,680943,Jaboatão dos Guararapes,Brazil,-8.118745,-34.990647
680,679600,Dezhou,China,37.4486676,116.305416
681,677741,Antipolo,Philippines,14.625483,121.124485
682,677000,Zaria,Nigeria,"11,106","7,727"
683,676858,Yangjiang,China,21.8526328,111.95935
684,676464,Panjin,China,41.1169056,122.0655098
685,675773,Culiacán,Mexico,24.807052,-107.419628
686,674433,El Paso,USA,31.8484,-106.427
687,674000,Maiduguri,Nigeria,"11,829","13,163"
688,673616,Guadalupe,Mexico,25.592172,-99.996195
689,673479,Acapulco,Mexico,16.853751,-99.905728
690,671551,Winnipeg,Canada,49.899754,-97.137494
691,670580,Hamilton,Canada,43.250021,-79.866091
692,670348,Kumamoto,Japan,32.790065,130.689401
693,670000,Rabat,Morocco,33.97159,-6.849813
694,669773,Pasig,Philippines,14.576377,121.08511
695,669242,Durban,South Africa,-29.85868,31.02184
696,669021,LILONGWE,Malawi,-13.983333,33.783333
697,668085,Beihai,China,21.4799081,109.1068061
698,603066,Serrekunda,Gambia,"13,479","-16,675"
699,667929,Chongjin,Democratic People's Republic of Korea,41.8,129.783333
700,667499,Orumiyeh,Iran,37.555278,45.0725
701,662852,Cheongju,Republic of Korea,36.642434,127.489032
702,661444,Blantyre City,Malawi,-15.786111,35.005833
703,658059,Ribeirão Preto,Brazil,-21.161973,-47.833119
704,657760,Kryvy Rig,Ukraine,47.882061,33.381626
705,655738,Liaoyang,China,41.274332,123.1696235
706,655631,Puyang,China,35.7670801,115.0272854
707,654681,Uberlândia,Brazil,-18.915889,-48.273884
708,653450,Memphis,USA,35.1035,-89.9785
709,653410,Tlalnepantla,Mexico,19.534528,-99.190736
710,653337,Bulawayo,Zimbabwe,-20.132507,28.626479
711,653075,Nakhon Ratchasima,Thailand,14.9799,102.097769
712,652405,Seattle,USA,47.6205,-122.3509
713,651382,Guntur,India,16.306652,80.43654
714,650000,Mar del Plata,Argentina,-37.979858,-57.589794
715,649495,Denver,USA,39.7618,-104.8806
716,647504,Jeonju,Republic of Korea,35.824224,127.147953
717,647100,COLOMBO,Sri Lanka,6.927079,79.861243
718,646801,Amravati,India,20.937424,77.779551
719,646449,Washington,USA,38.9041,-77.0171
720,645966,Boston,USA,42.332,-71.0202
721,644799,Tyumen,Russia,57.161298,65.525017
722,644406,Bikaner,India,28.01,73.3
723,644045,Zhaoqing,China,23.0515551,112.4728451
724,643476,Contagem,Brazil,-19.955592,-44.025707
725,642653,Ganzhou,China,25.8629902,114.9403044
726,642381,Noida,India,28.535516,77.391026
727,639951,Rasht,Iran,37.263332,49.575763
728,639311,ASTANA,Kazakhstan,51.160523,71.470356
729,637637,Ulyanovsk,Russia,54.316667,48.366667
730,637617,Yulin,China,38.2951481,109.7475767
731,637302,Cúcuta,Colombia,7.90531,-72.50509
732,637187,Sorocaba,Brazil,-23.473019,-47.419685
733,635464,Tasikmalaya,Indonesia,-7.333333,108.2
734,634464,Nashville,USA,36.1718,-86.785
735,631898,Goma,Democratic Republic of the Congo,-1.66,29.22
736,631182,Izhevsk,Russia,56.833333,53.183333
737,630131,Wrocław,Poland,51.107885,17.038538
738,629824,Bengasi,Libya,32.116667,20.066667
739,629659,Jamshedpur,India,22.804567,86.202875
740,629609,Eskişehir,Turkey,39.776667,30.520556
741,628306,Cancún,Mexico,19.181739,-88.479138
742,626495,Querétaro,Mexico,20.591428,-100.394956
743,625697,Bhilai Nagar,India,21.193848,81.350942
744,625481,Banjarmasin,Indonesia,-3.316694,114.59011
745,624281,Vladivostok,Russia,43.133333,131.9
746,623766,Aracaju,Brazil,-10.914891,-37.078221
747,622104,Baltimore,USA,39.3002,-76.6105
748,620419,Zaragoza,Spain,41.648823,-0.889085
749,620318,Kirkuk,Iraq,35.466667,44.316667
750,618683,Oslo,Norway,59.913869,10.752245
751,618376,Cochabamba,Bolivia,-17.383333,-66.166667
752,617277,Jingjiang,China,32.0165721,120.2693683
753,614170,Anyang,Republic of Korea,37.401929,126.922647
754,614074,Helsinki,Finland,60.173324,24.941025
755,612383,Chimalhuacán,Mexico,19.432608,-99.133208
756,612000,Feira de Santana,Brazil,-12.185441,-38.965205
757,611706,Libreville,Gabon,0.41,9.47
758,610613,Oklahoma City,USA,35.4671,-97.5137
759,610307,Genoa,Italy,44.40565,8.946256
760,609893,Louisville,USA,38.1781,-85.6667
761,609456,Portland,USA,45.537,-122.65
762,608836,Torreón,Mexico,25.552053,-103.370556
763,606007,Cuttack,India,20.462521,85.88299
764,605196,Kagoshima,Japan,31.601431,130.563015
765,605000,Agadir,Morocco,30.427755,-9.598107
766,604297,Stuttgart,Germany,48.7784931,9.1800456
767,603488,Las Vegas,USA,36.2277,-115.264
768,602088,Cagayan de Oro,Philippines,8.454236,124.631898
769,601993,Irkutsk,Russia,52.286974,104.305018
770,601574,Kochi,India,9.931233,76.267304
771,600000,Enugu,Nigeria,"6,436","7,503"
772,599164,Milwaukee,USA,43.0633,-87.9667
773,598686,Düsseldorf,Germany,51.2251964,6.7737511
774,598470,Glasgow,United Kingdom,55.864237,-4.251806
775,598000,Tétouan,Morocco,35.566667,-5.366667
776,597511,Morelia,Mexico,19.566519,-101.706829
777,597161,Yaroslavl,Russia,57.626074,39.884471
778,596165,Zhangzhou,China,24.5174597,117.6586363
779,596155,Bujumbura,Burundi,-3.39,29.38
780,593768,Bhavnagar,India,21.764473,72.15193
781,592389,Gold Coast-Tweed Heads,Australia,-27.923641,153.207254
782,592381,Jiujiang,China,29.7076799,115.9967851
783,592291,KINGSTON,Jamaica,17.983333,-76.8
784,592000,Osogbo,Nigeria,"7,791","4,536"
785,589596,Khabarovsk,Russia,48.502731,135.06626
786,589466,Reynosa,Mexico,26.098218,-98.285327
787,588995,Chiclayo,Peru,-6.776597,-79.844298
788,588935,Port Said,Egypt,31.265289,32.301866
789,588533,Bouake,Côte d'Ivoire,"7,706","-5,020"
790,588126,Parañaque,Philippines,14.47931,121.019823
791,586762,Funabashi,Japan,35.701735,139.985218
792,582774,Soledad,Colombia,10.938773,-74.76895
793,580151,Namyangju,Republic of Korea,37.636003,127.216528
794,579000,Skhirate-Témara,Morocco,33.927835,-6.905182
795,578420,Dehradun,India,30.316495,78.032192
796,577785,Serang,Indonesia,-6.12,106.150278
797,576203,Bahawalpur,Pakistan,29.395722,71.683333
798,575944,Dortmund,Germany,51.5142273,7.4652789
799,575942,Tlaquepaque,Mexico,20.639285,-103.310835
800,575817,Dasmariñas,Philippines,14.299018,120.95897
801,575512,Mwanza,Tanzania,-2.54,32.94
802,575480,Cuiabá,Brazil,-15.627144,-56.061933
803,575356,Valenzuela,Philippines,14.701056,120.983023
804,574148,Cheonan,Republic of Korea,36.816667,127.166667
805,573003,Poznań,Poland,52.406374,16.925168
806,571041,Orenburg,Russia,51.766648,55.100454
